filename,record_count,read_time,build_time,total_time
informatics.xmu.com..txt,10003,4.285465176,1.638239675,5.923704851
www.tju.com..txt,10003,3.931513763,2.284694546,6.216208309
informatics.xmu.com..txt,10003,5.605319537,0.449262466,6.054582003
informatics.xmu.com..txt,10003,3.740721411,2.039865688,5.780587099
www.tju.com..txt,10003,6.505806973,0.263937638,6.769744611
www.whu.com..txt,10003,3.056691184,1.991286118,5.047977302
www.tju.com..txt,10003,5.457091509,2.054505784,7.511597293
www.whu.com..txt,10003,3.031660461,2.403305106,5.434965567
pku.com..txt,10010,2.26316283,3.901831246,6.164994076
informatics.xmu.com..txt,10003,4.398970726,2.317068148,6.716038874
informatics.xmu.com..txt,10003,2.0670474,2.589713914,4.656761314
informatics.xmu.com..txt,10003,4.98153263,0.493536761,5.475069391
informatics.xmu.com..txt,10003,3.727880937,2.065220819,5.793101756
wc.hlt.ftw.com.-2.txt,10004,3.950419133,1.821771405,5.772190538
informatics.xmu.com..txt,10003,3.387813077,2.266787612,5.654600689
informatics.xmu.com..txt,10003,3.554250155,2.360570209,5.914820364
wc.hlt.ftw.com.-2.txt,10004,3.52460917,2.198005508,5.722614678
www.tju.com..txt,10003,4.462256485,2.056986006,6.519242491
www.tju.com..txt,10003,2.368156553,2.101093104,4.469249657
www.whu.com..txt,10003,4.170305637,2.580626327,6.750931964
xw.lzu.com..txt,10003,3.788231621,2.661843106,6.450074727
www.tju.com..txt,10003,4.840223762,2.525555621,7.365779383
www.whu.com..txt,10003,4.32392094,0.733266709,5.057187649
nju.com..txt,10010,3.11899555,2.681764511,5.800760061
www.tju.com..txt,10003,5.181517042,0.43102975,5.612546792
class.wlgc.com..txt,10006,2.985845234,4.480414344,7.466259578
www.tju.com..txt,10003,3.023938433,1.827618459,4.851556892
informatics.xmu.com..txt,10003,4.575824567,2.418394669,6.994219236
informatics.xmu.com..txt,10003,2.572243317,3.864827701,6.437071018
www.tju.com..txt,10003,2.694313817,2.276185419,4.970499236
nju.com..txt,10010,3.728982218,2.346099558,6.075081776
informatics.xmu.com..txt,10003,5.28844685,0.331514021,5.619960871
www.tju.com..txt,10003,5.942094185,0.182476752,6.124570937
informatics.xmu.com..txt,10003,5.290644386,2.335969762,7.626614148
www.tju.com..txt,10003,4.494999652,1.589793274,6.084792926
wc.hlt.ftw.com.-2.txt,10004,4.283573068,1.976083642,6.25965671
www.tju.com..txt,10003,2.669371178,1.940359168,4.609730346
www.tju.com..txt,10003,5.190705582,2.204652455,7.395358037
informatics.xmu.com..txt,10003,2.189454798,2.05191153,4.241366328
www.tju.com..txt,10003,4.64869831,2.048780352,6.697478662
www.tju.com..txt,10003,4.364090575,0.44902977,4.813120345
informatics.xmu.com..txt,10003,5.069957619,0.814692918,5.884650537
www.whu.com..txt,10003,6.270927335,2.256259283,8.527186618
www.tju.com..txt,10003,4.201816793,0.497726593,4.699543386
informatics.xmu.com..txt,10003,3.446884743,2.561503101,6.008387844
informatics.xmu.com..txt,10003,3.220294304,2.706033958,5.926328262
wc.hlt.ftw.com.-2.txt,10004,2.708777541,1.785379234,4.494156775
www.whu.com..txt,10003,4.128708682,2.484558787,6.613267469
www.tju.com..txt,10003,4.763498338,0.579761638,5.343259976
www.whu.com..txt,10003,3.713549952,2.463376299,6.176926251
www.tju.com..txt,10003,6.028325465,0.510957205,6.53928267
nju.com..txt,10010,3.61042274,2.891945995,6.502368735
www.tju.com..txt,10003,3.48796316,2.568490886,6.056454046
informatics.xmu.com..txt,10003,6.354233852,0.328266289,6.682500141
wc.hlt.ftw.com.-2.txt,10004,4.533472764,2.563564115,7.097036879
xw.lzu.com..txt,10003,3.376819631,2.901619483,6.278439114
xw.lzu.com..txt,10003,4.246648348,2.237219326,6.483867674
www.tju.com..txt,10003,4.259290993,3.162041681,7.421332674
informatics.xmu.com..txt,10003,4.708326216,2.054940249,6.763266465
informatics.xmu.com..txt,10003,2.726558498,2.257194472,4.98375297
www.tju.com..txt,10003,4.700361488,2.223253881,6.923615369
www.tju.com..txt,10003,7.523636944,0.334220399,7.857857343
wc.hlt.ftw.com.-2.txt,10004,4.693426983,2.346804457,7.04023144
www.tju.com..txt,10003,4.266667627,0.344662995,4.611330622
www.whu.com..txt,10003,6.208786381,0.570832168,6.779618549
informatics.xmu.com..txt,10003,4.235528014,2.727214613,6.962742627
www.tju.com..txt,10003,4.417330425,1.430394067,5.847724492
www.tju.com..txt,10003,3.170671321,2.123052522,5.293723843
www.tju.com..txt,10003,4.277522745,2.000782588,6.278305333
www.whu.com..txt,10003,3.151717761,2.558878656,5.710596417
nju.com..txt,10010,5.581053888,2.769946527,8.351000415
xw.lzu.com..txt,10003,3.719207377,0.592141717,4.311349094
www.tju.com..txt,10003,4.462396014,2.272827517,6.735223531
www.tju.com..txt,10003,4.737687565,2.80739376,7.545081325
nju.com..txt,10010,3.872648849,3.210237627,7.082886476
wc.hlt.ftw.com.-2.txt,10004,5.282035947,2.788115181,8.070151128
wc.hlt.ftw.com.-2.txt,10004,4.931618095,3.168003745,8.09962184
nju.com..txt,10010,0.863428066,4.829943024,5.69337109
informatics.xmu.com..txt,10003,5.072272043,5.233916439,10.306188482
www.whu.com..txt,10003,3.268894799,3.164468255,6.433363054
www.whu.com..txt,10003,5.06809755,3.205207401,8.273304951
wc.hlt.ftw.com.-2.txt,10004,3.850877755,4.311702753,8.162580508
www.tju.com..txt,10003,3.585966886,3.322169717,6.908136603
www.tju.com..txt,10003,4.599059642,1.927561332,6.526620974
www.tju.com..txt,10003,3.477060996,3.35180609,6.828867086
wc.hlt.ftw.com.-2.txt,10004,3.795011452,2.68674153,6.481752982
wc.hlt.ftw.com.-2.txt,10004,4.891876621,2.438299539,7.33017616
www.tju.com..txt,10003,5.20170304,3.213963882,8.415666922
nju.com..txt,10010,5.141107331,2.798108185,7.939215516
class.wlgc.com..txt,10006,3.063796428,2.743881538,5.807677966
www.whu.com..txt,10003,4.580412627,2.708136849,7.288549476
www.whu.com..txt,10003,6.727302573,0.779773897,7.50707647
www.tju.com..txt,10003,6.644209464,2.899863476,9.54407294
informatics.xmu.com..txt,10003,3.401784029,3.00653588,6.408319909
www.tju.com..txt,10003,4.854054574,2.806470965,7.660525539
www.tju.com..txt,10003,4.84016649,0.55000204,5.39016853
wc.hlt.ftw.com.-2.txt,10004,8.148186331,0.758256803,8.906443134
www.tju.com..txt,10003,5.965509904,0.401419778,6.366929682
www.tju.com..txt,10003,6.161468143,0.486251237,6.64771938
nju.com..txt,10010,5.937580568,3.09524959,9.032830158
informatics.xmu.com..txt,10003,2.677633501,3.386915903,6.064549404
www.whu.com..txt,10003,5.267078439,2.088975833,7.356054272
www.tju.com..txt,10003,5.252847057,3.411114125,8.663961182
www.tju.com..txt,10003,6.352299382,0.429785606,6.782084988
www.tju.com..txt,10003,4.850993867,1.549826463,6.40082033
www.whu.com..txt,10003,4.537297523,1.265342011,5.802639534
www.whu.com..txt,10003,2.943460612,3.33099787,6.274458482
nju.com..txt,10010,2.671154842,5.188681859,7.859836701
www.tju.com..txt,10003,5.213894416,3.178299169,8.392193585
wc.hlt.ftw.com.-2.txt,10004,5.250653651,1.76173094,7.012384591
nju.com..txt,10010,4.236508893,3.126612395,7.363121288
nju.com..txt,10010,2.902059027,6.398945107,9.301004134
www.tju.com..txt,10003,6.53663521,0.571031067,7.107666277
informatics.xmu.com..txt,10003,2.539648224,5.613770153,8.153418377
www.tju.com..txt,10003,4.855267663,3.255188397,8.11045606
www.tju.com..txt,10003,3.12318618,2.256150645,5.379336825
www.tju.com..txt,10003,4.973701333,3.367560015,8.341261348
www.tju.com..txt,10003,5.100535213,0.476125582,5.576660795
informatics.xmu.com..txt,10003,4.232403242,2.867628152,7.100031394
www.tju.com..txt,10003,6.821479137,3.689743175,10.511222312
www.tju.com..txt,10003,3.611975558,3.137635297,6.749610855
www.tju.com..txt,10003,5.367409188,2.688319367,8.055728555
xw.lzu.com..txt,10003,3.061671407,3.491315252,6.552986659
www.tju.com..txt,10003,6.860397899,0.617585889,7.477983788
www.tju.com..txt,10003,5.899475673,2.813663807,8.71313948
informatics.xmu.com..txt,10003,5.988163807,0.615490446,6.603654253
nju.com..txt,10010,5.287294423,1.647120777,6.9344152
informatics.xmu.com..txt,10003,4.931800307,3.099483752,8.031284059
www.whu.com..txt,10003,4.881083368,0.732887483,5.613970851
www.tju.com..txt,10003,6.852117238,0.636972414,7.489089652
www.tju.com..txt,10003,6.790877472,3.184335113,9.975212585
www.tju.com..txt,10003,3.76109463,1.749143362,5.510237992
informatics.xmu.com..txt,10003,5.375071689,2.462039151,7.83711084
www.tju.com..txt,10003,5.416406178,0.633148121,6.049554299
informatics.xmu.com..txt,10003,6.20801628,0.668832157,6.876848437
informatics.xmu.com..txt,10003,6.587388837,0.675641718,7.263030555
www.tju.com..txt,10003,6.431885853,0.599436624,7.031322477
www.tju.com..txt,10003,6.771897731,0.572748462,7.344646193
www.tju.com..txt,10003,4.218919796,2.918560168,7.137479964
www.tju.com..txt,10003,7.351817027,0.406717378,7.758534405
www.whu.com..txt,10003,2.919016212,3.915484605,6.834500817
www.tju.com..txt,10003,3.671704361,2.411378328,6.083082689
www.tju.com..txt,10003,4.834684892,1.847420406,6.682105298
informatics.xmu.com..txt,10003,5.764677312,0.557630867,6.322308179
www.tju.com..txt,10003,6.317886622,0.7133721,7.031258722
www.tju.com..txt,10003,8.001778669,0.504420255,8.506198924
informatics.xmu.com..txt,10003,7.194675951,0.697994705,7.892670656
nju.com..txt,10010,2.861270907,5.409599991,8.270870898
www.tju.com..txt,10003,7.304310309,0.381461045,7.685771354
