group,dataset,dataset_id,scenario,status,zone_files,updated_zone_file,rr_count,aether_initial_ms,aether_incremental_ms,veridns_initial_ms,veridns_incremental_ms,veridns_full_update_ms,properties,aether_initial_pass,aether_incremental_pass,aether_errors,veridns_initial_pass,veridns_incremental_pass,veridns_errors,veridns_matches_aether,oracle,detail
files-100-500,virginia.edu,files-100-500/virginia.edu,A_ADD,ok,126,abcrc.virginia.edu..txt,1953,208.084,0.878,161.58704200000005,0.92351,0.769049,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,,False,False,rewrite_blackholing,False,Aether,aether=num_lec=1479; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_no_wildcard_dname_files_100_500/aether_cases/files-100-500__virginia.edu/A_ADD/stderr.log; veridns=
files-100-500,virginia.edu,files-100-500/virginia.edu,A_UPDATE,ok,126,abcrc.virginia.edu..txt,1953,199.08800000000002,0.547,161.58704200000005,0.750494,0.935839,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,,False,False,rewrite_blackholing,False,Aether,aether=num_lec=1478; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_no_wildcard_dname_files_100_500/aether_cases/files-100-500__virginia.edu/A_UPDATE/stderr.log; veridns=
files-100-500,virginia.edu,files-100-500/virginia.edu,NS_UPDATE,ok,126,abcrc.virginia.edu..txt,1953,223.59500000000003,0.765,161.58704200000005,0.627893,0.667416,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,,False,False,lame_delegation|rewrite_blackholing,False,Aether,aether=num_lec=1478; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_no_wildcard_dname_files_100_500/aether_cases/files-100-500__virginia.edu/NS_UPDATE/stderr.log; veridns=
files-100-500,virginia.edu,files-100-500/virginia.edu,CNAME_UPDATE,ok,126,abcrc.virginia.edu..txt,1953,189.3,1.3159999999999998,161.58704200000005,0.750944,0.929477,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,,False,False,rewrite_blackholing,False,Aether,aether=num_lec=1478; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_no_wildcard_dname_files_100_500/aether_cases/files-100-500__virginia.edu/CNAME_UPDATE/stderr.log; veridns=
files-100-500,vivilotz.com,files-100-500/vivilotz.com,A_ADD,ok,494,10-greatest-guitar-players.aoo.vivilotz.com..txt,2471,201.231,0.931,319.1935689999996,0.32412,0.181598,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,,False,False,,True,Aether,aether=num_lec=2470; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_no_wildcard_dname_files_100_500/aether_cases/files-100-500__vivilotz.com/A_ADD/stderr.log; veridns=
files-100-500,vivilotz.com,files-100-500/vivilotz.com,A_UPDATE,ok,494,10-greatest-guitar-players.aoo.vivilotz.com..txt,2471,187.499,0.687,319.1935689999996,0.184967,0.16843,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,,False,False,,True,Aether,aether=num_lec=2469; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_no_wildcard_dname_files_100_500/aether_cases/files-100-500__vivilotz.com/A_UPDATE/stderr.log; veridns=
files-100-500,vivilotz.com,files-100-500/vivilotz.com,NS_UPDATE,ok,494,10-greatest-guitar-players.aoo.vivilotz.com..txt,2471,215.269,1.0869999999999997,319.1935689999996,0.203213,0.212606,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,false,true,,False,False,lame_delegation,False,Aether,aether=num_lec=2469; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_no_wildcard_dname_files_100_500/aether_cases/files-100-500__vivilotz.com/NS_UPDATE/stderr.log; veridns=
files-100-500,vivilotz.com,files-100-500/vivilotz.com,CNAME_UPDATE,skipped,,,,,,,,,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,,,,,,,,,aether=no CNAME record; veridns=no CNAME record
files-100-500,vn.ua,files-100-500/vn.ua,A_ADD,ok,252,09.vn.ua..txt,3876,158.788,0.155,209.3412359999999,0.271604,0.218775,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,true,true,,False,False,,True,Aether,aether=num_lec=1783; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_no_wildcard_dname_files_100_500/aether_cases/files-100-500__vn.ua/A_ADD/stderr.log; veridns=
files-100-500,vn.ua,files-100-500/vn.ua,A_UPDATE,ok,252,09.vn.ua..txt,3876,150.56300000000002,0.009000000000000001,209.3412359999999,0.39008,0.220294,hops|rewrites|lame_delegation|rewrite_blackholing|rewrite_loop|delegation_consistency,true,true,,False,False,,True,Aether,aether=num_lec=1782; stderr=/home/rulan_yang/DNS-verification/experiments/results/incremental_property_no_wildcard_dname_files_100_500/aether_cases/files-100-500__vn.ua/A_UPDATE/stderr.log; veridns=
