dataset,zone_file,scenario,op,domain,type,rdata
top-10/co.kr,0.co.kr..txt,A_ADD,ADD,__aether_veridns_inc__.0.co.kr.,A,192.0.2.254
top-10/co.kr,0.co.kr..txt,A_UPDATE,DEL,0.co.kr.,A,210.118.171.11
top-10/co.kr,0.co.kr..txt,A_UPDATE,ADD,0.co.kr.,A,192.0.2.253
top-10/co.kr,0.co.kr..txt,NS_UPDATE,DEL,0.co.kr.,NS,ns1.koso.net.
top-10/co.kr,0.co.kr..txt,NS_UPDATE,ADD,0.co.kr.,NS,ns-inc.0.co.kr.
top-10/co.kr,00321.co.kr..txt,CNAME_UPDATE,DEL,www.00321.co.kr.,CNAME,00321.co.kr.
top-10/co.kr,00321.co.kr..txt,CNAME_UPDATE,ADD,www.00321.co.kr.,CNAME,cname-inc.00321.co.kr.
top-10/com.cn,0-100.com.cn..txt,A_ADD,ADD,__aether_veridns_inc__.0-100.com.cn.,A,192.0.2.254
top-10/com.cn,0-100.com.cn..txt,A_UPDATE,DEL,0-100.com.cn.,A,221.194.46.236
top-10/com.cn,0-100.com.cn..txt,A_UPDATE,ADD,0-100.com.cn.,A,192.0.2.253
top-10/com.cn,0-100.com.cn..txt,NS_UPDATE,DEL,0-100.com.cn.,NS,ns3.sanfront.com.cn.
top-10/com.cn,0-100.com.cn..txt,NS_UPDATE,ADD,0-100.com.cn.,NS,ns-inc.0-100.com.cn.
top-10/com.cn,002.com.cn..txt,CNAME_UPDATE,DEL,www.002.com.cn.,CNAME,002.com.cn.
top-10/com.cn,002.com.cn..txt,CNAME_UPDATE,ADD,www.002.com.cn.,CNAME,cname-inc.002.com.cn.
top-10/com.mx,01dcpromo.com.mx..txt,A_ADD,ADD,__aether_veridns_inc__.01dcpromo.com.mx.,A,192.0.2.254
top-10/com.mx,01dcpromo.com.mx..txt,A_UPDATE,DEL,01dcpromo.com.mx.,A,192.185.25.184
top-10/com.mx,01dcpromo.com.mx..txt,A_UPDATE,ADD,01dcpromo.com.mx.,A,192.0.2.253
top-10/com.mx,01dcpromo.com.mx..txt,NS_UPDATE,DEL,01dcpromo.com.mx.,NS,ns203.websitewelcome.com.
top-10/com.mx,01dcpromo.com.mx..txt,NS_UPDATE,ADD,01dcpromo.com.mx.,NS,ns-inc.01dcpromo.com.mx.
top-10/com.mx,01dcpromo.com.mx..txt,CNAME_UPDATE,DEL,www.01dcpromo.com.mx.,CNAME,01dcpromo.com.mx.
top-10/com.mx,01dcpromo.com.mx..txt,CNAME_UPDATE,ADD,www.01dcpromo.com.mx.,CNAME,cname-inc.01dcpromo.com.mx.
top-10/com.np,062civil.com.np..txt,A_ADD,ADD,__aether_veridns_inc__.062civil.com.np.,A,192.0.2.254
top-10/com.np,062civil.com.np..txt,A_UPDATE,DEL,062civil.com.np.,A,83.125.22.155
top-10/com.np,062civil.com.np..txt,A_UPDATE,ADD,062civil.com.np.,A,192.0.2.253
top-10/com.np,062civil.com.np..txt,NS_UPDATE,DEL,062civil.com.np.,NS,ns1.awardspace.com.
top-10/com.np,062civil.com.np..txt,NS_UPDATE,ADD,062civil.com.np.,NS,ns-inc.062civil.com.np.
top-10/com.np,1130basan.com.np..txt,CNAME_UPDATE,DEL,www.1130basan.com.np.,CNAME,1130basan.com.np.
top-10/com.np,1130basan.com.np..txt,CNAME_UPDATE,ADD,www.1130basan.com.np.,CNAME,cname-inc.1130basan.com.np.
top-10/com.sg,01computer.com.sg..txt,A_ADD,ADD,__aether_veridns_inc__.01computer.com.sg.,A,192.0.2.254
top-10/com.sg,01computer.com.sg..txt,A_UPDATE,DEL,01computer.com.sg.,A,116.12.49.139
top-10/com.sg,01computer.com.sg..txt,A_UPDATE,ADD,01computer.com.sg.,A,192.0.2.253
top-10/com.sg,01computer.com.sg..txt,NS_UPDATE,DEL,01computer.com.sg.,NS,ns1.ipmirror.com.
top-10/com.sg,01computer.com.sg..txt,NS_UPDATE,ADD,01computer.com.sg.,NS,ns-inc.01computer.com.sg.
top-10/com.sg,100hours.com.sg..txt,CNAME_UPDATE,DEL,www.100hours.com.sg.,CNAME,100hours.com.sg.
top-10/com.sg,100hours.com.sg..txt,CNAME_UPDATE,ADD,www.100hours.com.sg.,CNAME,cname-inc.100hours.com.sg.
top-10/com.tw,000.com.tw..txt,A_ADD,ADD,__aether_veridns_inc__.000.com.tw.,A,192.0.2.254
top-10/com.tw,000.com.tw..txt,A_UPDATE,DEL,www.000.com.tw.,A,60.249.139.139
top-10/com.tw,000.com.tw..txt,A_UPDATE,ADD,www.000.com.tw.,A,192.0.2.253
top-10/com.tw,000.com.tw..txt,NS_UPDATE,DEL,000.com.tw.,NS,dns.training.net.tw.
top-10/com.tw,000.com.tw..txt,NS_UPDATE,ADD,000.com.tw.,NS,ns-inc.000.com.tw.
top-10/com.tw,001.com.tw..txt,CNAME_UPDATE,DEL,www.001.com.tw.,CNAME,001.com.tw.
top-10/com.tw,001.com.tw..txt,CNAME_UPDATE,ADD,www.001.com.tw.,CNAME,cname-inc.001.com.tw.
top-10/com.ua,003.com.ua..txt,A_ADD,ADD,__aether_veridns_inc__.003.com.ua.,A,192.0.2.254
top-10/com.ua,003.com.ua..txt,A_UPDATE,DEL,003.com.ua.,A,89.184.67.117
top-10/com.ua,003.com.ua..txt,A_UPDATE,ADD,003.com.ua.,A,192.0.2.253
top-10/com.ua,003.com.ua..txt,NS_UPDATE,DEL,003.com.ua.,NS,dns1.yandex.net.
top-10/com.ua,003.com.ua..txt,NS_UPDATE,ADD,003.com.ua.,NS,ns-inc.003.com.ua.
top-10/com.ua,0372.com.ua..txt,CNAME_UPDATE,DEL,www.0372.com.ua.,CNAME,0372.com.ua.
top-10/com.ua,0372.com.ua..txt,CNAME_UPDATE,ADD,www.0372.com.ua.,CNAME,cname-inc.0372.com.ua.
top-10/gov.cn,0375.gov.cn..txt,A_ADD,ADD,__aether_veridns_inc__.0375.gov.cn.,A,192.0.2.254
top-10/gov.cn,0375.gov.cn..txt,A_UPDATE,DEL,0375.gov.cn.,A,116.255.141.214
top-10/gov.cn,0375.gov.cn..txt,A_UPDATE,ADD,0375.gov.cn.,A,192.0.2.253
top-10/gov.cn,0375.gov.cn..txt,NS_UPDATE,DEL,0375.gov.cn.,NS,f1g1ns1.dnspod.net.
top-10/gov.cn,0375.gov.cn..txt,NS_UPDATE,ADD,0375.gov.cn.,NS,ns-inc.0375.gov.cn.
top-10/gov.cn,0437.gov.cn..txt,CNAME_UPDATE,DEL,yl.0437.gov.cn.,CNAME,www.0437.gov.cn.
top-10/gov.cn,0437.gov.cn..txt,CNAME_UPDATE,ADD,yl.0437.gov.cn.,CNAME,cname-inc.0437.gov.cn.
top-10/net.au,1001.net.au..txt,A_ADD,ADD,__aether_veridns_inc__.1001.net.au.,A,192.0.2.254
top-10/net.au,1001.net.au..txt,A_UPDATE,DEL,1001.net.au.,A,49.156.19.20
top-10/net.au,1001.net.au..txt,A_UPDATE,ADD,1001.net.au.,A,192.0.2.253
top-10/net.au,1001.net.au..txt,NS_UPDATE,DEL,1001.net.au.,NS,ns1.houseoflaudanum.com.
top-10/net.au,1001.net.au..txt,NS_UPDATE,ADD,1001.net.au.,NS,ns-inc.1001.net.au.
top-10/net.au,108.net.au..txt,CNAME_UPDATE,DEL,www.108.net.au.,CNAME,108.net.au.
top-10/net.au,108.net.au..txt,CNAME_UPDATE,ADD,www.108.net.au.,CNAME,cname-inc.108.net.au.
top-10/org.br,123s.org.br..txt,A_ADD,ADD,__aether_veridns_inc__.123s.org.br.,A,192.0.2.254
top-10/org.br,15gemarj.org.br..txt,A_UPDATE,DEL,15gemarj.org.br.,A,189.38.90.14
top-10/org.br,15gemarj.org.br..txt,A_UPDATE,ADD,15gemarj.org.br.,A,192.0.2.253
top-10/org.br,123s.org.br..txt,NS_UPDATE,DEL,123s.org.br.,NS,a.sec.dns.br.
top-10/org.br,123s.org.br..txt,NS_UPDATE,ADD,123s.org.br.,NS,ns-inc.123s.org.br.
top-10/org.br,123s.org.br..txt,CNAME_UPDATE,DEL,blog.123s.org.br.,CNAME,ghs.google.com.
top-10/org.br,123s.org.br..txt,CNAME_UPDATE,ADD,blog.123s.org.br.,CNAME,cname-inc.123s.org.br.
