hlt.ftw.com.               			      43200 IN SOA	ns1.hlt.ftw.com. 19122302 14400 3600 2419200 14400

hlt.ftw.com.                 NS      ns1.hlt.ftw.com.
ns1.hlt.ftw.com.               A       10.166.21.12

wc.hlt.ftw.com.		    IN	NS ns1.wc.hlt.ftw.com.
wc.hlt.ftw.com.		    IN	NS ns2.wc.hlt.ftw.com.
ns1.wc.hlt.ftw.com.	    IN	A	10.166.10.13
ns2.wc.hlt.ftw.com.	    IN	A 	10.166.10.14



saokxbnm.hlt.ftw.com.    IN    A    153.63.154.166
sdewgqyp.hlt.ftw.com.    IN    A    238.109.120.167
fuwksqxd.hlt.ftw.com.    IN    A    15.145.55.253
mweyfnlt.hlt.ftw.com.    IN    A    199.30.6.132
igphrwck.hlt.ftw.com.    IN    A    103.19.51.103
iyorxlna.hlt.ftw.com.    IN    A    61.70.214.175
mcrunkdt.hlt.ftw.com.    IN    A    194.76.173.255
joylekpv.hlt.ftw.com.    IN    A    222.16.226.177
aoeqlksn.hlt.ftw.com.    IN    A    103.219.124.222
gmpaylwo.hlt.ftw.com.    IN    A    196.77.7.216
dyvspuaj.hlt.ftw.com.    IN    A    153.176.219.176
mcyibkxa.hlt.ftw.com.    IN    A    203.187.13.228
lhsdiagu.hlt.ftw.com.    IN    A    194.150.161.147
lmenkrsc.hlt.ftw.com.    IN    A    63.188.103.174
mpcvoxqk.hlt.ftw.com.    IN    A    150.208.129.97
oxbrpchv.hlt.ftw.com.    IN    A    59.233.239.254
nsedvawk.hlt.ftw.com.    IN    A    218.204.29.245
blcmhkap.hlt.ftw.com.    IN    A    148.36.157.79
dexucgno.hlt.ftw.com.    IN    A    138.118.79.236
fecwpxym.hlt.ftw.com.    IN    A    26.121.4.219
ibrftwgk.hlt.ftw.com.    IN    A    39.171.188.238
wvdrhguk.hlt.ftw.com.    IN    A    59.47.182.248
tganjryc.hlt.ftw.com.    IN    A    229.35.179.4
svbwaijc.hlt.ftw.com.    IN    A    176.5.86.85
cmvxrdth.hlt.ftw.com.    IN    A    205.52.251.156
ovjnbucq.hlt.ftw.com.    IN    A    46.9.97.48
ioqxjyfb.hlt.ftw.com.    IN    A    197.114.46.6
qcvsbinr.hlt.ftw.com.    IN    A    255.57.255.92
osqaypch.hlt.ftw.com.    IN    A    154.147.95.149
tnfxlpkj.hlt.ftw.com.    IN    A    201.246.136.206
meatowuf.hlt.ftw.com.    IN    A    143.193.40.163
whlxireg.hlt.ftw.com.    IN    A    45.244.208.1
encwbruj.hlt.ftw.com.    IN    A    251.25.158.136
yrdjlkmn.hlt.ftw.com.    IN    A    144.19.68.209
enpfroql.hlt.ftw.com.    IN    A    168.125.119.244
ahjqtfml.hlt.ftw.com.    IN    A    160.92.10.232
ntfuxebd.hlt.ftw.com.    IN    A    167.110.41.17
pkbhicem.hlt.ftw.com.    IN    A    195.176.190.57
abjixpnu.hlt.ftw.com.    IN    A    177.150.28.149
certndxg.hlt.ftw.com.    IN    A    240.167.174.2
fkthwlrq.hlt.ftw.com.    IN    A    54.37.216.117
hfpwkqga.hlt.ftw.com.    IN    A    205.103.39.221
umetvjfh.hlt.ftw.com.    IN    A    172.190.246.126
xqgeipvb.hlt.ftw.com.    IN    A    151.157.194.119
qcsbrway.hlt.ftw.com.    IN    A    69.110.197.121
mbkysrfn.hlt.ftw.com.    IN    A    38.108.189.34
numpbstr.hlt.ftw.com.    IN    A    249.198.223.139
xjdgoeis.hlt.ftw.com.    IN    A    103.128.114.97
aqdrukbm.hlt.ftw.com.    IN    A    18.187.23.250
vfhqwpba.hlt.ftw.com.    IN    A    122.251.50.186
dykmenuj.hlt.ftw.com.    IN    A    34.93.15.70
vbnaulte.hlt.ftw.com.    IN    A    11.133.56.75
hbeqtcln.hlt.ftw.com.    IN    A    55.47.43.197
lcaxptyb.hlt.ftw.com.    IN    A    201.207.167.26
sojambly.hlt.ftw.com.    IN    A    161.207.16.138
bdjmegwl.hlt.ftw.com.    IN    A    132.228.29.154
pmawfdlc.hlt.ftw.com.    IN    A    135.77.33.138
rqjhsexm.hlt.ftw.com.    IN    A    42.198.190.136
sruhveay.hlt.ftw.com.    IN    A    18.58.3.134
ctewipob.hlt.ftw.com.    IN    A    172.221.113.137
qlsygtxk.hlt.ftw.com.    IN    A    22.171.99.37
sjayqnpd.hlt.ftw.com.    IN    A    39.174.178.208
mpiujtvo.hlt.ftw.com.    IN    A    36.134.138.55
ftvbemjp.hlt.ftw.com.    IN    A    117.4.204.107
ylvpmqgc.hlt.ftw.com.    IN    A    105.231.31.27
ycfbvmhj.hlt.ftw.com.    IN    A    71.59.39.228
vaxkmytp.hlt.ftw.com.    IN    A    9.124.227.253
snkdtymj.hlt.ftw.com.    IN    A    212.179.175.242
lubfxcjg.hlt.ftw.com.    IN    A    225.104.55.45
cidajxhw.hlt.ftw.com.    IN    A    217.18.234.130
hwsxmbjp.hlt.ftw.com.    IN    A    166.103.161.10
xibmodfl.hlt.ftw.com.    IN    A    156.223.147.102
eoaruypv.hlt.ftw.com.    IN    A    109.88.105.148
gnbqympe.hlt.ftw.com.    IN    A    47.60.15.159
iufsjmrl.hlt.ftw.com.    IN    A    95.1.247.99
mphokclv.hlt.ftw.com.    IN    A    218.69.39.252
uvxyhkoi.hlt.ftw.com.    IN    A    227.232.154.212
kbfxnmrp.hlt.ftw.com.    IN    A    170.169.143.176
psgahtdr.hlt.ftw.com.    IN    A    41.91.255.129
ybtcmeuh.hlt.ftw.com.    IN    A    142.177.94.248
psuiqmjv.hlt.ftw.com.    IN    A    19.121.214.196
huxpfegs.hlt.ftw.com.    IN    A    187.132.249.196
waqkxeyp.hlt.ftw.com.    IN    A    82.101.21.31
alvfmwhj.hlt.ftw.com.    IN    A    205.101.243.167
xqgybnps.hlt.ftw.com.    IN    A    114.99.205.141
tmcopvgj.hlt.ftw.com.    IN    A    238.224.210.161
onhasyew.hlt.ftw.com.    IN    A    161.223.253.130
flignuat.hlt.ftw.com.    IN    A    212.63.80.110
hxcatvgb.hlt.ftw.com.    IN    A    126.135.209.104
fsgwvtpu.hlt.ftw.com.    IN    A    134.214.229.109
hatswpin.hlt.ftw.com.    IN    A    215.178.239.227
rlmoxbya.hlt.ftw.com.    IN    A    14.249.147.27
fgnarqeo.hlt.ftw.com.    IN    A    166.219.21.222
uwhniobv.hlt.ftw.com.    IN    A    170.146.63.210
yosktvmj.hlt.ftw.com.    IN    A    193.215.209.222
ucrvkphl.hlt.ftw.com.    IN    A    52.67.132.123
dsmnegjv.hlt.ftw.com.    IN    A    193.201.244.244
woejfbls.hlt.ftw.com.    IN    A    140.118.0.41
ohvbwgxc.hlt.ftw.com.    IN    A    160.155.189.164
lfcxwbmv.hlt.ftw.com.    IN    A    63.157.48.225
fgbndjuq.hlt.ftw.com.    IN    A    30.207.248.242
voqyfrwc.hlt.ftw.com.    IN    A    119.215.238.120
aevoftgd.hlt.ftw.com.    IN    A    107.199.192.95
xjdbusfo.hlt.ftw.com.    IN    A    140.238.64.183
phbtjrfv.hlt.ftw.com.    IN    A    164.112.163.29
rpuesjat.hlt.ftw.com.    IN    A    251.246.195.208
oihsrvwf.hlt.ftw.com.    IN    A    52.198.44.108
mqjvbpkn.hlt.ftw.com.    IN    A    247.252.115.161
trjmlake.hlt.ftw.com.    IN    A    83.31.117.91
ebmgnoyi.hlt.ftw.com.    IN    A    94.145.246.191
qcwjlgbu.hlt.ftw.com.    IN    A    185.211.96.142
gpquvkar.hlt.ftw.com.    IN    A    199.207.182.129
xatujwgv.hlt.ftw.com.    IN    A    63.119.0.215
gecnlrba.hlt.ftw.com.    IN    A    91.233.147.82
poexwuhf.hlt.ftw.com.    IN    A    52.29.221.96
cngftalw.hlt.ftw.com.    IN    A    105.0.145.15
hknvmcwu.hlt.ftw.com.    IN    A    205.183.45.152
scpnkqxb.hlt.ftw.com.    IN    A    93.251.167.89
xajnqolp.hlt.ftw.com.    IN    A    33.1.151.10
quyxwobl.hlt.ftw.com.    IN    A    21.76.154.243
midfotjc.hlt.ftw.com.    IN    A    45.202.84.30
ojtqwlkg.hlt.ftw.com.    IN    A    133.156.158.212
fwxpscyl.hlt.ftw.com.    IN    A    131.47.107.244
psxotmlk.hlt.ftw.com.    IN    A    197.185.153.227
obnthrpa.hlt.ftw.com.    IN    A    171.114.111.194
cqspdkyr.hlt.ftw.com.    IN    A    225.253.118.136
pxbsweuc.hlt.ftw.com.    IN    A    90.87.71.49
klumacqp.hlt.ftw.com.    IN    A    97.175.140.72
aqmdstol.hlt.ftw.com.    IN    A    139.107.210.135
rdesfwcv.hlt.ftw.com.    IN    A    98.100.213.35
kyedgopu.hlt.ftw.com.    IN    A    14.25.246.14
luabymrt.hlt.ftw.com.    IN    A    38.252.120.76
yqcxetpn.hlt.ftw.com.    IN    A    111.38.199.179
lkxwpcnv.hlt.ftw.com.    IN    A    1.32.32.249
ciunsgve.hlt.ftw.com.    IN    A    183.100.123.96
tewvgkbj.hlt.ftw.com.    IN    A    66.143.132.63
gijvqdak.hlt.ftw.com.    IN    A    241.38.9.49
uyqasxnp.hlt.ftw.com.    IN    A    113.160.40.220
hjdfwgob.hlt.ftw.com.    IN    A    100.188.229.153
adrpetnc.hlt.ftw.com.    IN    A    121.68.226.182
elsqytrw.hlt.ftw.com.    IN    A    143.177.228.75
xlfhwtnk.hlt.ftw.com.    IN    A    164.225.142.122
atohgief.hlt.ftw.com.    IN    A    62.236.204.24
uxdjiyab.hlt.ftw.com.    IN    A    205.172.195.168
olshxpaj.hlt.ftw.com.    IN    A    249.63.194.204
rbvyltna.hlt.ftw.com.    IN    A    210.65.60.79
dkvjhmba.hlt.ftw.com.    IN    A    95.130.144.219
uovhjrwc.hlt.ftw.com.    IN    A    242.219.159.150
srhafuxq.hlt.ftw.com.    IN    A    20.157.46.21
brwiksjo.hlt.ftw.com.    IN    A    108.114.122.92
igdmeaxj.hlt.ftw.com.    IN    A    120.199.92.36
gbwjlnoy.hlt.ftw.com.    IN    A    130.114.202.196
fbchqspx.hlt.ftw.com.    IN    A    176.136.195.67
drwktfsh.hlt.ftw.com.    IN    A    4.106.153.247
ebghkrlt.hlt.ftw.com.    IN    A    149.45.95.124
ywelanhc.hlt.ftw.com.    IN    A    135.109.175.216
wpghxibe.hlt.ftw.com.    IN    A    246.56.234.14
gulfrcjo.hlt.ftw.com.    IN    A    211.104.153.40
elhodrsg.hlt.ftw.com.    IN    A    204.11.15.132
ngjofxcr.hlt.ftw.com.    IN    A    250.203.88.105
tmqpcrvy.hlt.ftw.com.    IN    A    125.185.103.76
fsairlqw.hlt.ftw.com.    IN    A    158.153.9.100
hnjieobq.hlt.ftw.com.    IN    A    167.15.102.112
yovmekbh.hlt.ftw.com.    IN    A    231.81.78.139
mukjnsrl.hlt.ftw.com.    IN    A    51.95.181.48
phbnsqlw.hlt.ftw.com.    IN    A    196.253.34.104
eicoywar.hlt.ftw.com.    IN    A    252.80.130.194
eovsxitc.hlt.ftw.com.    IN    A    229.230.107.254
jsabwdnm.hlt.ftw.com.    IN    A    147.220.50.167
ntdiajou.hlt.ftw.com.    IN    A    82.51.135.41
